date,outlet,transaction_count,total_revenue,avg_transaction_value,total_items,avg_basket_size,zero_value_transactions,day_name,day_of_week,is_weekend,month,tx_lag_1,rev_lag_1_x,tx_roll_mean_7,tx_roll_std_7,tx_diff_from_roll7,tx_zscore_roll7,tx_pct_change_1d,paid_revenue,rev_lag_1_y,rev_roll_mean_7,rev_roll_std_7,rev_diff_from_roll7,rev_zscore_roll7,rev_pct_change_1d,tx_spike_flag,tx_drop_flag,rev_spike_flag,rev_drop_flag,baseline_anomaly_flag,max_abs_zscore,anomaly_type
2025-01-15,SHOP001,93,2229000,23967.74193548387,106,1.1397849462365592,4,Wednesday,2,0,1,88.0,2213000.0,87.71428571428571,13.45008408541604,5.285714285714292,0.3929874236591711,0.0568181811725206,2229000,2213000.0,2162142.8571428573,270663.64647623,66857.14285714272,0.2470119047286506,0.0072300045187495,0,0,0,0,0,0.3929874236591711,Other
2025-01-16,SHOP001,92,1998000,21717.391304347828,101,1.0978260869565215,4,Thursday,3,0,1,93.0,2229000.0,85.28571428571429,9.793097666456807,6.714285714285708,0.6856140168671425,-0.0107526880564227,1998000,2229000.0,2102571.4285714286,175624.46407306838,-104571.42857142864,-0.5954263212858909,-0.1036339165544622,0,0,0,0,0,0.6856140168671425,Other
2025-01-17,SHOP001,70,1783000,25471.42857142857,81,1.1571428571428573,1,Friday,4,0,1,92.0,1998000.0,88.14285714285714,8.029706749078096,-18.14285714285714,-2.259466684194098,-0.2391304321833648,1783000,1998000.0,2108142.8571428573,170864.88674917858,-325142.8571428573,-1.902923785729296,-0.1076076076075537,0,0,0,0,0,2.259466684194098,Other
2025-01-18,SHOP001,92,2231000,24250.0,108,1.173913043478261,5,Saturday,5,1,1,70.0,1783000.0,85.28571428571429,10.451702982676798,6.714285714285708,0.6424106275315793,0.3142857097959184,2231000,1783000.0,2061000.0,210279.9721006896,170000.0,0.8084459889398762,0.2512619181153946,0,0,0,0,0,0.8084459889398762,Other
2025-01-19,SHOP001,79,1981000,25075.949367088608,93,1.1772151898734178,2,Sunday,6,1,1,92.0,2231000.0,87.42857142857143,9.997618764104825,-8.42857142857143,-0.84305781050337,-0.1413043462901701,1981000,2231000.0,2103857.1428571427,209940.01410833903,-122857.14285714272,-0.5852011746229443,-0.1120573733751178,0,0,0,0,0,0.84305781050337,Other
2025-01-20,SHOP001,89,2309000,25943.8202247191,107,1.202247191011236,3,Monday,0,0,1,79.0,1981000.0,84.57142857142857,8.941609528064886,4.428571428571431,0.4952767082251622,0.1265822768787053,2309000,1981000.0,2049000.0,178083.31383559437,260000.0,1.4599908009268667,0.1655729429580184,0,0,0,0,0,1.4599908009268667,Other
2025-01-21,SHOP001,88,2237000,25420.454545454544,108,1.2272727272727273,3,Tuesday,1,0,1,89.0,2309000.0,86.14285714285714,8.552359741197572,1.8571428571428608,0.2171497336632235,-0.011235954929933,2237000,2309000.0,2106285.714285714,189309.8996229151,130714.28571428591,0.6904778142821066,-0.0311823300129791,0,0,0,0,0,0.6904778142821066,Other
2025-01-22,SHOP001,80,2178000,27225.0,99,1.2375,2,Wednesday,2,0,1,88.0,2237000.0,86.14285714285714,8.552359741197572,-6.142857142857139,-0.7182645036552756,-0.090909089876033,2178000,2237000.0,2109714.285714286,191766.1025709137,68285.71428571409,0.3560885545979453,-0.0263746088511281,0,0,0,0,0,0.7182645036552756,Other
2025-01-23,SHOP001,103,2469000,23970.873786407767,115,1.116504854368932,3,Thursday,3,0,1,80.0,2178000.0,84.28571428571429,8.220184217609015,18.714285714285708,2.276625795997464,0.28749999640625,2469000,2178000.0,2102428.571428572,187397.84518759145,366571.42857142864,1.956113359801562,0.1336088154269359,0,0,0,0,0,2.276625795997464,Other
2025-01-24,SHOP001,95,2272000,23915.78947368421,107,1.1263157894736842,5,Friday,4,0,1,103.0,2469000.0,85.85714285714286,10.636863125135012,9.14285714285714,0.8595444141523326,-0.0776699021585446,2272000,2469000.0,2169714.285714286,224531.1517256308,102285.71428571409,0.4555524411608064,-0.0797893884163305,0,0,0,0,0,0.8595444141523326,Other
2025-01-25,SHOP001,85,2058000,24211.76470588236,97,1.1411764705882352,0,Saturday,5,1,1,95.0,2272000.0,89.42857142857143,8.383657572069268,-4.428571428571431,-0.5282385238499001,-0.1052631567867036,2058000,2272000.0,2239571.4285714286,146764.95624280532,-181571.42857142864,-1.2371579239243116,-0.0941901408450289,0,0,0,0,0,1.2371579239243116,Other
2025-01-26,SHOP001,81,2058000,25407.40740740741,93,1.148148148148148,2,Sunday,6,1,1,85.0,2058000.0,88.42857142857143,8.443086774735546,-7.428571428571431,-0.8798406017760616,-0.0470588229757785,2058000,2058000.0,2214857.1428571427,162202.98864019028,-156857.14285714272,-0.9670422485502216,0.0,0,0,0,0,0,0.9670422485502216,Other
2025-01-27,SHOP001,74,1766000,23864.864864864863,86,1.162162162162162,3,Monday,0,0,1,81.0,2058000.0,88.71428571428571,8.097618697581938,-14.714285714285708,-1.817112468084862,-0.0864197520195092,1766000,2058000.0,2225857.1428571427,145445.7843681843,-459857.1428571427,-3.1617082946171173,-0.141885325558726,0,0,0,1,1,3.1617082946171173,Revenue drop
2025-01-28,SHOP001,88,2153000,24465.90909090909,98,1.1136363636363635,2,Tuesday,1,0,1,74.0,1766000.0,86.57142857142857,9.812528434899653,1.4285714285714306,0.1455864604584536,0.1891891866325785,2153000,1766000.0,2148285.714285714,219606.249368967,4714.285714285914,0.021466992527812,0.2191392978481205,0,0,0,0,0,0.1455864604584536,Other
2025-01-29,SHOP001,85,2115000,24882.352941176472,98,1.152941176470588,5,Wednesday,2,0,1,88.0,2153000.0,86.57142857142857,9.812528434899653,-1.5714285714285694,-0.1601451065042985,-0.0340909087035124,2115000,2153000.0,2136285.714285714,216219.5753439196,-21285.71428571409,-0.0984448991344031,-0.017649790989309,0,0,0,0,0,0.1601451065042985,Other
2025-01-30,SHOP001,90,2118000,23533.33333333333,97,1.0777777777777775,2,Thursday,3,0,1,85.0,2115000.0,87.28571428571429,9.428932172031034,2.714285714285708,0.2878677433346406,0.0588235287197231,2118000,2115000.0,2127285.714285714,215503.83932056732,-9285.714285714086,-0.0430883937610887,0.0014184397163113,0,0,0,0,0,0.2878677433346406,Other
2025-01-31,SHOP001,98,2359000,24071.42857142857,114,1.163265306122449,2,Friday,4,0,1,90.0,2118000.0,85.42857142857143,6.704653678780197,12.57142857142857,1.875029986438576,0.0888888879012345,2359000,2118000.0,2077142.857142857,155117.6205028826,281857.14285714296,1.817054322658901,0.1137865911236478,0,0,0,0,0,1.875029986438576,Other
2025-02-01,SHOP001,111,2762000,24882.882882882885,129,1.162162162162162,2,Saturday,5,1,2,98.0,2359000.0,85.85714285714286,7.470577207252711,25.14285714285714,3.3655838203323447,0.1326530598708871,2762000,2359000.0,2089571.4285714289,175481.10738087786,672428.5714285714,3.83191433802186,0.17083509961841,1,0,1,0,1,3.83191433802186,Transaction and revenue spike
2025-02-02,SHOP001,102,2388000,23411.76470588236,112,1.0980392156862746,5,Sunday,6,1,2,111.0,2762000.0,89.57142857142857,12.039617143098075,12.42857142857143,1.0323061147663002,-0.0810810803506209,2388000,2762000.0,2190142.8571428573,306899.2389321666,197857.14285714272,0.6446974047408115,-0.1354091238232674,0,0,0,0,0,1.0323061147663002,Other
2025-02-03,SHOP001,105,2420000,23047.61904761905,117,1.1142857142857143,4,Monday,0,0,2,102.0,2388000.0,92.57142857142856,12.163567772343,12.42857142857143,1.0217865875704983,0.0294117644175317,2420000,2388000.0,2237285.714285714,308558.86217798333,182714.2857142859,0.5921537447474131,0.0134003350083696,0,0,0,0,0,1.0217865875704983,Other
2025-02-04,SHOP001,109,2770000,25412.844036697246,125,1.146788990825688,4,Tuesday,1,0,2,105.0,2420000.0,97.0,9.660917830792991,12.0,1.2421178782448183,0.0380952377324263,2770000,2420000.0,2330714.285714286,231453.17329553264,439285.7142857141,1.8979463881573615,0.1446280991734939,0,0,0,0,0,1.8979463881573615,Other
2025-02-05,SHOP001,108,2778000,25722.222222222223,128,1.1851851851851851,4,Wednesday,2,0,2,109.0,2770000.0,100.0,9.660917830793002,8.0,0.8280785854965446,-0.0091743118424375,2778000,2770000.0,2418857.1428571427,267216.7837614436,359142.8571428573,1.34401309710447,0.0028880866425982,0,0,0,0,0,1.34401309710447,Other
2025-02-06,SHOP001,98,2229000,22744.897959183672,106,1.0816326530612246,6,Thursday,3,0,2,108.0,2778000.0,103.28571428571428,7.3419862370317,-5.285714285714292,-0.7199296478008124,-0.0925925917352537,2229000,2778000.0,2513571.4285714286,258936.1936480745,-284571.42857142864,-1.099002130838057,-0.1976241900647237,0,0,0,0,0,1.099002130838057,Other
2025-02-07,SHOP001,102,2604000,25529.41176470588,120,1.1764705882352942,4,Friday,4,0,2,98.0,2229000.0,104.42857142857144,5.255382728122537,-2.4285714285714306,-0.4621111519556017,0.0408163261141191,2604000,2229000.0,2529428.571428572,232748.68932166544,74571.42857142864,0.3203946230092336,0.1682368775234777,0,0,0,0,0,0.4621111519556017,Other
2025-02-08,SHOP001,104,2512000,24153.846153846152,122,1.1730769230769231,1,Saturday,5,1,2,102.0,2604000.0,105.0,4.618802153517125,-1.0,-0.2165063040711142,0.0196078429450211,2512000,2604000.0,2564428.571428572,220971.9870201196,-52428.57142857136,-0.2372634293393961,-0.0353302611366991,0,0,0,0,0,0.2372634293393961,Other
2025-02-09,SHOP001,118,3068000,26000.0,138,1.1694915254237288,3,Sunday,6,1,2,104.0,2512000.0,104.0,3.78593889720032,14.0,3.697892829823558,0.1346153833210059,3068000,2512000.0,2528714.285714286,203206.5568870885,539285.7142857141,2.6538794935771377,0.2213375796177463,1,0,1,0,1,3.697892829823558,Transaction and revenue spike
2025-02-10,SHOP001,117,2974000,25418.80341880341,136,1.1623931623931625,2,Monday,0,0,2,118.0,3068000.0,106.28571428571428,6.343350474165558,10.714285714285708,1.689057552292596,-0.0084745761993679,2974000,3068000.0,2625857.1428571427,274690.38848094124,348142.8571428573,1.2674009420819068,-0.0306388526727409,0,0,0,0,0,1.689057552292596,Other
2025-02-11,SHOP001,109,2456000,22532.11009174312,119,1.091743119266055,4,Tuesday,1,0,2,117.0,2974000.0,108.0,7.461009761866549,1.0,0.1340300975185601,-0.0683760677916575,2456000,2974000.0,2705000.0,285105.24372589326,-249000.0,-0.8733616988066377,-0.1741761936784888,0,0,0,0,0,0.8733616988066377,Other
2025-02-12,SHOP001,106,2568000,24226.415094339623,124,1.169811320754717,0,Wednesday,2,0,2,109.0,2456000.0,108.0,7.461009761866549,-2.0,-0.2680601950371202,-0.0275229355273125,2568000,2456000.0,2660142.8571428573,297601.76330762974,-92142.85714285728,-0.309617981151879,0.0456026058631736,0,0,0,0,0,0.309617981151879,Other
2025-02-13,SHOP001,105,2606000,24819.04761904762,124,1.180952380952381,2,Thursday,3,0,2,106.0,2568000.0,107.71428571428572,7.499206307209883,-2.714285714285708,-0.3619430165207116,-0.0094339621751513,2606000,2568000.0,2630142.8571428573,294307.33854902507,-24142.85714285728,-0.0820328071389683,0.0147975077881562,0,0,0,0,0,0.3619430165207116,Other
2025-02-14,SHOP001,104,2563000,24644.23076923077,120,1.1538461538461535,3,Friday,4,0,2,105.0,2606000.0,108.71428571428572,6.3695705170309465,-4.714285714285708,-0.7401260354296456,-0.0095238094331065,2563000,2606000.0,2684000.0,237719.72292316772,-121000.0,-0.5090027807183622,-0.0165003837298478,0,0,0,0,0,0.7401260354296456,Other
2025-02-15,SHOP001,97,2281000,23515.463917525773,108,1.11340206185567,4,Saturday,5,1,2,104.0,2563000.0,109.0,6.055300708195093,-12.0,-1.98173444995474,-0.0673076916605029,2281000,2563000.0,2678142.8571428573,240508.0931219235,-397142.8571428573,-1.6512660841723852,-0.110027311744007,0,0,0,0,0,1.98173444995474,Other
2025-02-16,SHOP001,101,2504000,24792.0792079208,117,1.1584158415841583,3,Sunday,6,1,2,97.0,2281000.0,108.0,7.438637868140552,-7.0,-0.9410323748852456,0.0412371129769369,2504000,2281000.0,2645142.8571428573,279750.14362309774,-141142.85714285728,-0.5045318487218078,0.097764138535687,0,0,0,0,0,0.9410323748852456,Other
2025-02-17,SHOP001,118,3139000,26601.69491525424,147,1.2457627118644068,1,Monday,0,0,2,101.0,2504000.0,105.57142857142856,6.320789582985827,12.42857142857143,1.9663001432172744,0.168316830016665,3139000,2504000.0,2564571.4285714286,210250.53082997576,574428.5714285714,2.732114725980716,0.2535942492011767,0,0,1,0,1,2.732114725980716,Revenue spike
2025-02-18,SHOP001,119,2862000,24050.420168067227,134,1.1260504201680672,2,Tuesday,1,0,2,118.0,3139000.0,105.71428571428572,6.626066850308947,13.285714285714292,2.0050676488461905,0.0084745761993679,2862000,3139000.0,2588142.8571428573,265731.33585850155,273857.1428571427,1.0305790319058852,-0.0882446639056743,0,0,0,0,0,2.0050676488461905,Other
2025-02-19,SHOP001,95,2246000,23642.105263157893,111,1.168421052631579,2,Wednesday,2,0,2,119.0,2862000.0,107.14285714285714,8.315218406203076,-12.14285714285714,-1.4603171064612777,-0.201680670574112,2246000,2862000.0,2646142.8571428573,276184.37595890625,-400142.8571428573,-1.4488251037087851,-0.2152341020264796,0,0,0,0,0,1.4603171064612777,Other
2025-02-20,SHOP001,95,2342000,24652.63157894737,108,1.136842105263158,4,Thursday,3,0,2,95.0,2246000.0,105.57142857142856,9.51940374283226,-10.57142857142857,-1.11051361477076,0.0,2342000,2246000.0,2600142.8571428573,315399.9728236256,-258142.85714285728,-0.8184618877135875,0.0427426536063923,0,0,0,0,0,1.11051361477076,Other
2025-02-21,SHOP001,83,2045000,24638.55421686747,97,1.1686746987951808,5,Friday,4,0,2,95.0,2342000.0,104.14285714285714,10.334869317486552,-21.14285714285714,-2.045778659368713,-0.1263157881440443,2045000,2342000.0,2562428.571428572,330027.70446477155,-517428.57142857136,-1.5678337437341896,-0.1268146883005436,0,0,0,0,0,2.045778659368713,Other
2025-02-22,SHOP001,112,2885000,25758.92857142857,131,1.1696428571428572,3,Saturday,5,1,2,83.0,2045000.0,101.14285714285714,13.069411762184435,10.85714285714286,0.8307292037295934,0.3493975861518363,2885000,2045000.0,2488428.571428572,383603.4658962557,396571.42857142864,1.0338056452223148,0.4107579462100681,0,0,0,0,0,1.0338056452223148,Other
2025-02-23,SHOP001,118,3096000,26237.28813559322,142,1.2033898305084745,1,Sunday,6,1,2,112.0,2885000.0,103.28571428571428,13.49955907569193,14.714285714285708,1.089982609194879,0.0535714280931122,3096000,2885000.0,2574714.285714286,396870.1358907037,521285.7142857141,1.3134919137074108,0.0731369150779642,0,0,0,0,0,1.3134919137074108,Other
2025-02-24,SHOP001,108,2669000,24712.962962962964,126,1.1666666666666667,3,Monday,0,0,2,118.0,3096000.0,105.71428571428572,14.511079510892008,2.285714285714292,0.1575150991684345,-0.0847457619936799,2669000,3096000.0,2659285.714285714,440020.3458499455,9714.285714285914,0.0220769012294185,-0.1379198966407823,0,0,0,0,0,0.1575150991684345,Other
2025-02-25,SHOP001,105,2537000,24161.904761904763,122,1.161904761904762,3,Tuesday,1,0,2,108.0,2669000.0,104.28571428571428,13.561148989107194,0.7142857142857082,0.0526714706982408,-0.0277777775205761,2537000,2669000.0,2592142.8571428573,387323.9077617213,-55142.85714285728,-0.1423688443643359,-0.0494567253652868,0,0,0,0,0,0.1423688443643359,Other
2025-02-26,SHOP001,105,2539000,24180.95238095238,125,1.1904761904761905,4,Wednesday,2,0,2,105.0,2537000.0,102.28571428571428,11.968211864689572,2.714285714285708,0.226791229816258,0.0,2539000,2537000.0,2545714.285714286,368611.68107993033,-6714.285714285914,-0.0182150649556104,0.0007883326763891,0,0,0,0,0,0.226791229816258,Other
2025-02-27,SHOP001,102,2578000,25274.50980392157,122,1.196078431372549,4,Thursday,3,0,2,105.0,2539000.0,103.71428571428572,11.54288071661907,-1.7142857142857082,-0.1485145353103233,-0.0285714282993197,2578000,2539000.0,2587571.4285714286,344770.3859782913,-9571.428571428638,-0.0277617479942246,0.0153603781016087,0,0,0,0,0,0.1485145353103233,Other
2025-02-28,SHOP001,95,2308000,24294.736842105263,107,1.1263157894736842,2,Friday,4,0,2,102.0,2578000.0,104.71428571428572,10.95010328283542,-9.714285714285708,-0.8871409315720499,-0.068627450307574,2308000,2578000.0,2621285.714285714,327879.40582156985,-313285.7142857141,-0.9554906734680584,-0.1047323506593853,0,0,0,0,0,0.9554906734680584,Other
2025-03-01,SHOP001,76,1798000,23657.894736842107,84,1.105263157894737,2,Saturday,5,1,3,95.0,2308000.0,106.42857142857144,7.32250282478941,-30.42857142857143,-4.155487270018126,-0.1999999978947368,1798000,2308000.0,2658857.1428571427,258582.95159801972,-860857.1428571427,-3.329133407805088,-0.2209705372616027,0,1,0,1,1,4.155487270018126,Transaction and revenue drop
2025-03-02,SHOP001,81,1917000,23666.666666666668,96,1.1851851851851851,3,Sunday,6,1,3,76.0,1798000.0,101.28571428571428,13.111245627504774,-20.28571428571429,-1.5471995045199531,0.0657894728185595,1917000,1798000.0,2503571.4285714286,392073.4867950395,-586571.4285714286,-1.4960752214203377,0.0661846496106417,0,0,0,0,0,1.5471995045199531,Other
2025-03-03,SHOP001,96,2370000,24687.5,107,1.1145833333333333,2,Monday,0,0,3,81.0,1917000.0,96.0,12.701705922171808,0.0,0.0,0.1851851828989483,2370000,1917000.0,2335142.8571428573,345650.8009400198,34857.142857142724,0.1008449648091241,0.2363067292643524,0,0,0,0,0,0.1008449648091241,Other
2025-03-04,SHOP001,115,2750000,23913.043478260868,131,1.1391304347826088,4,Tuesday,1,0,3,96.0,2370000.0,94.28571428571428,11.571722512433611,20.714285714285708,1.790077829981729,0.1979166646050347,2750000,2370000.0,2292428.571428572,314597.55092438345,457571.42857142864,1.4544659588909383,0.1603375527425484,0,0,0,0,0,1.790077829981729,Other
2025-03-05,SHOP001,88,2226000,25295.454545454544,101,1.1477272727272727,1,Wednesday,2,0,3,115.0,2750000.0,95.71428571428572,13.561148989107188,-7.714285714285708,-0.5688518835410054,-0.2347826066540643,2226000,2750000.0,2322857.1428571427,350453.2439434356,-96857.14285714272,-0.2763767907153384,-0.1905454545453852,0,0,0,0,0,0.5688518835410054,Other
2025-03-06,SHOP001,102,2496000,24470.58823529412,117,1.1470588235294117,5,Thursday,3,0,3,88.0,2226000.0,93.28571428571428,13.13664449436878,8.714285714285708,0.6633569976461052,0.1590909072830579,2496000,2226000.0,2278142.8571428573,338026.83748061163,217857.14285714272,0.6444965863664419,0.121293800539029,0,0,0,0,0,0.6633569976461052,Other
2025-03-07,SHOP001,78,1775000,22756.410256410258,89,1.141025641025641,4,Friday,4,0,3,102.0,2496000.0,93.28571428571428,13.13664449436878,-15.285714285714292,-1.1635934221005464,-0.2352941153402537,1775000,2496000.0,2266428.571428572,327149.23054719233,-491428.57142857136,-1.5021541411089427,-0.2888621794870638,0,0,0,0,0,1.5021541411089427,Other
2025-03-08,SHOP001,91,2198000,24153.846153846152,102,1.120879120879121,0,Saturday,5,1,3,78.0,1775000.0,90.85714285714286,14.287856982166993,0.1428571428571388,0.0099984996376253,0.1666666645299145,2198000,1775000.0,2190285.714285714,374466.1597019224,7714.285714285914,0.0206007552736031,0.2383098591547953,0,0,0,0,0,0.0206007552736031,Other
2025-03-09,SHOP001,99,2521000,25464.646464646463,113,1.1414141414141414,2,Sunday,6,1,3,91.0,2198000.0,93.0,12.727922061357893,6.0,0.4714044837539962,0.087912086946021,2521000,2198000.0,2247428.571428572,332832.21856407874,273571.42857142864,0.8219499595047082,0.1469517743402425,0,0,0,0,0,0.8219499595047082,Other
2025-03-10,SHOP001,105,2483000,23647.61904761905,118,1.1238095238095238,2,Monday,0,0,3,99.0,2521000.0,95.57142857142856,11.674147261608246,9.42857142857143,0.8076453388534007,0.0606060599938781,2483000,2521000.0,2333714.285714286,310431.26683466084,149285.7142857141,0.480897803263949,-0.0150733835779392,0,0,0,0,0,0.8076453388534007,Other
2025-03-11,SHOP001,93,2292000,24645.16129032258,106,1.1397849462365592,2,Tuesday,1,0,3,105.0,2483000.0,96.85714285714286,12.21240587037862,-3.857142857142861,-0.3158380569925507,-0.1142857131972789,2292000,2483000.0,2349857.1428571427,315528.88329038455,-57857.14285714272,-0.1833655995407331,-0.0769230769230459,0,0,0,0,0,0.3158380569925507,Other
2025-03-12,SHOP001,97,2348000,24206.18556701031,109,1.1237113402061856,2,Wednesday,2,0,3,93.0,2292000.0,93.71428571428572,9.232447954800298,3.285714285714292,0.3558876200453754,0.0430107522256908,2348000,2292000.0,2284428.571428572,261603.2983627819,63571.42857142864,0.2430069841207701,0.0244328097731132,0,0,0,0,0,0.3558876200453754,Other
2025-03-13,SHOP001,95,2269000,23884.21052631579,111,1.168421052631579,3,Thursday,3,0,3,97.0,2348000.0,95.0,8.925618559330646,0.0,0.0,-0.0206185564884684,2269000,2348000.0,2301857.1428571427,261125.4031887307,-32857.142857142724,-0.1258289789341908,-0.033645655877328,0,0,0,0,0,0.1258289789341908,Other
2025-03-14,SHOP001,95,2427000,25547.36842105263,113,1.1894736842105262,2,Friday,4,0,3,95.0,2269000.0,94.0,8.386497083606141,1.0,0.119239280809566,0.0,2427000,2269000.0,2269428.571428572,246693.37049791196,157571.42857142864,0.6387339402463741,0.0696342000881138,0,0,0,0,0,0.6387339402463741,Other
2025-03-15,SHOP001,94,2065000,21968.08510638298,103,1.0957446808510638,4,Saturday,5,1,3,95.0,2427000.0,96.42857142857144,4.577377082170748,-2.4285714285714306,-0.5305595004334271,-0.0105263156786703,2065000,2427000.0,2362571.4285714286,118873.68245727597,-297571.42857142864,-2.5032574276974606,-0.1491553358054597,0,0,0,1,1,2.5032574276974606,Revenue drop
2025-03-16,SHOP001,82,2077000,25329.26829268293,95,1.1585365853658536,1,Sunday,6,1,3,94.0,2065000.0,96.85714285714286,4.099941927579567,-14.85714285714286,-3.623743822676549,-0.1276595731100045,2077000,2065000.0,2343571.4285714286,154770.64444187502,-266571.42857142864,-1.7223642734770588,0.005811138014525,0,1,0,0,1,3.623743822676549,Transaction drop
2025-03-17,SHOP001,81,2052000,25333.33333333333,95,1.1728395061728396,3,Monday,0,0,3,82.0,2077000.0,94.42857142857144,6.7788185513688095,-13.42857142857143,-1.980960154907778,-0.0121951218024985,2052000,2077000.0,2280142.8571428573,160800.52712541248,-228142.85714285728,-1.4187942118094177,-0.0120365912373557,0,0,0,0,0,1.980960154907778,Other
2025-03-18,SHOP001,101,2554000,25287.128712871287,120,1.188118811881188,2,Tuesday,1,0,3,81.0,2052000.0,91.0,6.608075867199737,10.0,1.5132995879083404,0.2469135771985978,2554000,2052000.0,2218571.4285714286,152480.44371094537,335428.57142857136,2.199813715536124,0.2446393762182043,0,0,0,0,0,2.199813715536124,Other
2025-03-19,SHOP001,88,2352000,26727.272727272728,105,1.193181818181818,3,Wednesday,2,0,3,101.0,2554000.0,92.14285714285714,7.62514636861864,-4.142857142857139,-0.5433150262652107,-0.1287128700127438,2352000,2554000.0,2256000.0,198668.9037905388,96000.0,0.4832160351613547,-0.0790916209866565,0,0,0,0,0,0.5433150262652107,Other
2025-03-20,SHOP001,94,2402000,25553.191489361703,114,1.2127659574468086,2,Thursday,3,0,3,88.0,2352000.0,90.85714285714286,7.42582366763836,3.142857142857139,0.4232334162902695,0.0681818174070248,2402000,2352000.0,2256571.4285714286,198983.12922026013,145428.57142857136,0.7308588019382359,0.0212585034013515,0,0,0,0,0,0.7308588019382359,Other
2025-03-21,SHOP001,92,2253000,24489.130434782608,102,1.108695652173913,1,Friday,4,0,3,94.0,2402000.0,90.71428571428572,7.3419862370316915,1.2857142857142918,0.1751180224380362,-0.021276595518334,2253000,2402000.0,2275571.4285714286,206572.71289859837,-22571.42857142864,-0.1092662639445469,-0.0620316402997243,0,0,0,0,0,0.1751180224380362,Other
